procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 2468188      0 12667703    0    0     0 475140 3282  814  0  2 97  1  0  0
 0  2      0 1992260      0 13143610    0    0     0 458760 3231  707  0  2 97  1  0  0
 1  1      0 1515844      0 13619976    0    0     0 466948 3219  674  0  2 97  1  0  0
 2  1      0 1037372      0 14098736    0    0     0 475268 3287  767  0  2 97  1  0  0
 0  2      0 560444      0 14575607    0    0     0 475140 3241  711  0  2 97  1  0  0
 0  2      0  80188      0 15055795    0    0     0 458756 3220  676  0  2 97  1  0  0
 0  2      0   3072      0 15133042    0    0     0 467048 3362 1102  0  2 97  1  0  0
 0  2      0   2560      0 15133524    0    0     0 466948 3398 1358  0  2 97  1  0  0
 0  2      0   2560      0 15133387    0    0     0 475436 3369 1167  0  3 97  1  0  0
 2  1      0   1280      0 15134261    0    0     0 466948 3342 1192  0  3 97  1  0  0
 2  1      0   1536      0 15133877    0    0     0 466948 3275 1071  0  3 97  1  0  0
 1  2      0   3072      0 15132561    0    0     0 466948 3404 1312  0  3 96  1  0  0
 2  0      0   1536      0 15134093    0    0     0 475140 3256 1081  0  3 96  1  0  0
 1  1      0   3072      0 15132638    0    0     0 467136 3292 1091  0  3 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0   1024      0 15134579    0    0     0 460736 3354 1105  0  3 96  1  0  0
 1  1      0   1792      0 15133807    0    0     0 471552 3397 1175  0  3 97  1  0  0
 1  1      0   2816      0 15132596    0    0     0 468556 3323 1077  0  3 97  1  0  0
 1  1      0   1280      0 15134224    0    0     0 466948 3272 1053  0  3 97  1  0  0
 1  1      0   1792      0 15133380    0    0     0 464472 3243 1070  0  3 97  1  0  0
 2  0      0   3072      0 15132350    0    0     0 463552 3476 1318  0  3 97  1  0  0
 1  1      0   2304      0 15133155    0    0     0 468688 3402 1147  0  3 97  1  0  0
 1  1      0   2048      0 15133254    0    0     0 463160 3427 1188  0  3 96  1  0  0
 1  1      0      0      0 15135234    0    0     0 473456 3341 1159  0  3 96  1  0  0
 1  1      0   2048      0 15133265    0    0     0 468736 3402 1265  0  3 97  1  0  0
 1  1      0 4090816      0 15133868    0    0     0 466948 3424 1085  0  3 96  1  0  0
 1  0      0 16705884      0 15234393    0    0 50688 147456 2114  645  1  2 97  0  0  0
 1  0      0 16392796      0 15547488    0    0 155136     0 1632 1103  2  1 97  1  0  0
 1  0      0 16077660      0 15862601    0    0 155648     0 1647 1183  2  1 97  1  0  0
 0  1      0 15761500      0 16178778    0    0 155648   208 1646 1109  2  1 97  1  0  0
 1  0      0 15446876      0 16493419    0    0 153600     0 1617 1091  2  1 97  1  0  0
 1  1      0 15176796      0 16763315    0    0 133120 98304 1927 1176  2  1 96  2  0  0
 1  1      0 15040604      0 16899510    0    0 67584 356364 3152 1558  1  2 93  4  0  0
 1  1      0 14908252      0 17032088    0    0 65024 368652 3261 1777  1  2 93  4  0  0
 1  1      0 14780764      0 17159451    0    0 62976 364584 3053 1326  1  2 93  4  0  0
 2  0      0 14660188      0 17280092    0    0 58368 370684 3089 1297  1  1 94  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 14523484      0 17416801    0    0 68096 354084 3082 1601  1  1 97  1  0  0
 1  0      0 14335836      0 17604496    0    0 91648 241888 2593 1269  2  1 97  1  0  0
 1  0      0 14021724      0 17918475    0    0 155648     0 1594 1060  2  1 97  1  0  0
 1  0      0 13704796      0 18235620    0    0 155648   176 1642 1088  2  1 97  1  0  0
 1  0      0 13390684      0 18549595    0    0 155648    88 1719 1269  2  1 97  1  0  0
 1  0      0 13074268      0 18865683    0    0 155648     0 1613 1070  2  1 97  1  0  0
 1  0      0 12756316      0 19183882    0    0 155648     0 1642 1124  2  1 97  1  0  0
 1  0      0 12437596      0 19502563    0    0 156672     0 1594 1053  2  1 97  1  0  0
 0  1      0 12121180      0 19819223    0    0 156672    16 1639 1193  2  1 97  1  0  0
 1  0      0 11805788      0 20134176    0    0 154368     0 1636 1197  2  1 97  1  0  0
 0  1      0 11496028      0 20444045    0    0 153856     0 1625 1163  2  1 97  1  0  0
 0  1      0 11177820      0 20762214    0    0 156672     0 1597 1066  2  1 97  1  0  0
 1  0      0 10861660      0 21078301    0    0 155648     0 1608 1160  2  1 97  1  0  0
 0  1      0 10547804      0 21392309    0    0 154624    20 1597 1103  2  1 97  1  0  0
 1  0      0 10232156      0 21707918    0    0 153600     0 1646 1203  2  1 97  1  0  0
 1  0      0 9917532      0 22022439    0    0 155648     0 1574 1068  2  1 97  1  0  0
 1  0      0 9598300      0 22341627    0    0 157696     0 1661 1223  2  1 97  1  0  0
 0  2      0 9426012      0 22513974    0    0 84480 294892 2837 1431  1  1 97  1  0  0
 1  0      0 9272924      0 22667057    0    0 76288 311400 2850 1338  1  1 97  1  0  0
 1  0      0 8954716      0 22985255    0    0 155648     0 1592 1085  2  1 97  1  0  0
 1  0      0 8638556      0 23301344    0    0 155648    80 1663 1184  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 8321116      0 23618996    0    0 155648     0 1578 1054  2  1 97  1  0  0
 0  1      0 8005212      0 23934928    0    0 156672     0 1593 1050  2  1 97  1  0  0
 1  0      0 7686788      0 24253771    0    0 156672   152 2029 1253  2  1 97  1  0  0
 1  1      0 7499652      0 24440926    0    0 92160 253956 2620 1345  2  1 97  1  0  0
 2  1      0 7370372      0 24569856    0    0 63488 368536 3029 1332  1  1 97  1  0  0
 1  1      0 7244932      0 24695396    0    0 62208 344168 2913 1311  1  1 97  1  0  0
 1  1      0 7125380      0 24814931    0    0 58624 360344 2927 1245  1  0 97  1  0  0
 0  2      0 6999172      0 24941036    0    0 62464 344504 3079 1594  1  1 97  1  0  0
 1  1      0 6873476      0 25066865    0    0 61440 360416 2968 1258  2  1 97  1  0  0
 2  0      0 6748548      0 25191634    0    0 61440 352360 2943 1283  1  0 97  1  0  0
 1  2      0 6615684      0 25324726    0    0 65536 360448 2934 1282  1  0 97  1  0  0
 1  1      0 6493828      0 25446361    0    0 60416 352256 2989 1365  1  0 97  1  0  0
 1  1      0 6369660      0 25571133    0    0 61440 360660 2998 1346  2  0 97  1  0  0
 1  1      0 6241660      0 25698528    0    0 61952 360448 3010 1361  1  1 97  1  0  0
 2  0      0 6114940      0 25825276    0    0 62976 344064 2853 1308  1  0 97  1  0  0
 1  2      0 5974908      0 25965729    0    0 69120 352256 3015 1601  1  1 97  1  0  0
 1  0      0 5688956      0 26251648    0    0 141056 40960 1797 1099  2  1 97  1  0  0
 0  1      0 5372284      0 26568249    0    0 156160    68 1552 1065  2  1 97  1  0  0
 1  0      0 5056124      0 26884337    0    0 155904     0 1575 1074  2  1 97  1  0  0
 0  1      0 4741244      0 27199361    0    0 154624     0 1578 1146  2  1 97  1  0  0
 1  0      0 4423036      0 27517437    0    0 156672     0 1611 1108  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 4249724      0 27690755    0    0 85760 286720 2680 1312  1  0 97  1  0  0
 1  1      0 4123804      0 27816804    0    0 61696 352360 2963 1367  1  0 97  1  0  0
 1  1      0 3997852      0 27942593    0    0 61440 352256 2996 1446  1  1 97  1  0  0
 0  1      0 3784092      0 28156486    0    0 106240 185344 2312 1178  2  1 97  1  0  0
 0  1      0 3467932      0 28472674    0    0 155904     0 1581 1088  2  1 97  1  0  0
 1  0      0 3150748      0 28789727    0    0 155648     0 1626 1185  2  1 97  1  0  0
 1  0      0 2836892      0 29103647    0    0 154624    52 1610 1165  2  1 97  1  0  0
 1  0      0 2517660      0 29422780    0    0 156672     0 1636 1205  2  1 97  1  0  0
 1  0      0 2202780      0 29737719    0    0 155648     0 1526 1039  2  1 97  1  0  0
 1  0      0 1885596      0 30054776    0    0 155648     0 1558 1057  2  1 97  1  0  0
 1  0      0 1570460      0 30369723    0    0 155648     0 1618 1175  2  1 97  1  0  0
 1  0      0 1254300      0 30685719    0    0 155648    84 1596 1144  2  1 97  1  0  0
 1  0      0 940444      0 30999639    0    0 154624     0 1521 1036  2  1 97  1  0  0
 1  0      0 624028      0 31316151    0    0 155904     8 1544 1049  2  1 97  1  0  0
 0  1      0 310684      0 31629554    0    0 154368     0 1642 1208  2  1 97  1  0  0
 1  0      0   4096      0 31936128    0    0 154112     0 1714 1388  2  1 97  1  0  0
 1  0      0    256      0 31939805    0    0 150528   120 1612 1214  2  1 97  1  0  0
 1  0      0   6144      0 31934081    0    0 147968     0 1546 1148  2  1 97  1  0  0
 1  0      0    768      0 31939325    0    0 150784     0 1631 1276  2  1 97  1  0  0
 1  0      0   3328      0 31936703    0    0 150272     0 1626 1283  2  1 97  1  0  0
 1  0      0   7680      0 31932521    0    0 149504     0 1576 1149  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   4608      0 31935876    0    0 148992    40 1668 1288  2  1 97  1  0  0
 1  0      0   1536      0 31938875    0    0 150016     0 1599 1258  2  1 97  1  0  0
 1  0      0   7680      0 31932646    0    0 147456     0 1564 1137  2  1 97  1  0  0
 1  0      0   2048      0 31938241    0    0 103936 180224 2261 1317  2  1 97  1  0  0
 1  0      0   6144      0 31934310    0    0 150016     0 1619 1204  2  1 97  1  0  0
 1  0      0   4608      0 31935972    0    0 147456    36 1675 1315  2  1 97  1  0  0
 0  1      0   3072      0 31937567    0    0 149504     0 1574 1167  2  1 97  1  0  0
 1  0      0   7168      0 31933383    0    0 149504     0 1554 1150  2  1 97  1  0  0
 1  1      0   4352      0 31936437    0    0 133120 68612 1833 1225  2  1 97  1  0  0
 2  0      0   3072      0 31937613    0    0 59392 360448 2995 1436  1  1 97  1  0  0
 1  1      0   3840      0 31936737    0    0 57344 368712 3039 1428  1  1 97  1  0  0
 2  1      0   2560      0 31938242    0    0 59392 352256 2864 1283  1  1 97  1  0  0
 1  1      0      0      0 31940566    0    0 63488 344064 2955 1462  1  1 97  1  0  0
 1  1      0   1536      0 31939062    0    0 61440 352256 3017 1569  1  1 97  1  0  0
 1  1      0   7168      0 31933604    0    0 59392 360448 2933 1343  1  1 97  1  0  0
 2  1      0   4096      0 31936682    0    0 59392 368732 3089 1382  1  1 97  1  0  0
 2  1      0   6912      0 31933560    0    0 64768 344064 3050 1610  1  1 97  1  0  0
 0  2      0   1280      0 31939370    0    0 61696 344064 2976 1463  1  1 97  1  0  0
 0  2      0   5376      0 31935273    0    0 59904 360448 2991 1340  1  1 97  1  0  0
 2  0      0   2816      0 31937929    0    0 63488 352256 2904 1376  1  1 97  1  0  0
 2  0      0   2816      0 31937764    0    0 63488 352456 3059 1592  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   2304      0 31938424    0    0 130816 70656 1881 1270  2  1 97  1  0  0
 1  0      0   6400      0 31934314    0    0 149760     0 1548 1149  2  1 97  1  0  0
 1  0      0   5632      0 31934985    0    0 147456     0 1575 1231  2  1 97  1  0  0
 0  1      0   1024      0 31939650    0    0 150272     0 1554 1209  2  1 97  1  0  0
 1  0      0    256      0 31940640    0    0 148736    40 1597 1294  2  1 97  1  0  0
 1  1      0   3840      0 31936945    0    0 118784 117760 1981 1250  2  1 97  1  0  0
 2  0      0   4356      0 31936266    0    0 61440 352256 2948 1336  1  1 97  1  0  0
 0  2      0   4096      0 31936685    0    0 62464 359024 2961 1368  1  1 97  1  0  0
 1  0      0   5120      0 31935743    0    0 69632 312720 2857 1378  1  1 97  1  0  0
 1  0      0    768      0 31939965    0    0 150528   136 1653 1379  2  1 97  1  0  0
 1  0      0    512      0 31940011    0    0 147456     0 1587 1189  2  1 97  1  0  0
 0  1      0   4100      0 31936264    0    0 150528     0 1563 1232  2  1 97  1  0  0
 1  0      0   7168      0 31933222    0    0 145920     0 1624 1308  2  1 97  1  0  0
 1  0      0   6400      0 31934165    0    0 148736     0 1537 1180  2  1 97  1  0  0
 1  0      0   6400      0 31934410    0    0 148736    16 1625 1265  2  1 97  1  0  0
 0  1      0    256      0 31940570    0    0 146944     0 1826 1645  2  1 97  1  0  0
 1  0      0   2816      0 31938005    0    0 145920     0 1807 1496  2  1 97  1  0  0
 1  0      0   7680      0 31933228    0    0 149504     0 1849 1527  2  1 97  1  0  0
 0  1      0   3584      0 31937367    0    0 150528     0 1790 1486  2  1 97  1  0  0
 1  0      0   2304      0 31938403    0    0 148480    28 1942 1757  2  1 97  1  0  0
 1  0      0   2304      0 31938412    0    0 147456     0 1915 1741  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   1280      0 31939503    0    0 148480     0 1766 1360  2  1 97  1  0  0
 1  0      0   2816      0 31937875    0    0 146432     0 1864 1551  2  1 97  1  0  0
 0  1      0      0      0 31940521    0    0 150528     0 1823 1486  2  1 97  1  0  0
 1  0      0   2816      0 31937790    0    0 145664    40 1586 1231  2  1 97  1  0  0
 1  0      0   5888      0 31934768    0    0 146688     0 1582 1174  2  1 97  1  0  0
 0  1      0   6912      0 31933652    0    0 147456     0 1529 1167  2  1 97  1  0  0
 0  1      0   5120      0 31935590    0    0 149760    76 1652 1320  2  1 97  1  0  0
 0  1      0   5888      0 31934770    0    0 147456     0 1547 1180  2  1 97  1  0  0
 1  0      0   6144      0 31934571    0    0 148224    56 1600 1253  2  1 97  1  0  0
 1  0      0   4608      0 31935970    0    0 147968     0 1543 1176  2  1 97  1  0  0
 1  0      0   3072      0 31937697    0    0 148480     0 1623 1276  2  1 97  1  0  0
 0  1      0    768      0 31939911    0    0 151040    84 1612 1276  2  1 97  1  0  0
 1  0      0      0      0 31940666    0    0 151040     0 1759 1669  2  1 97  1  0  0
 2  1      0   1536      0 31938958    0    0 130048 80040 1916 1312  2  1 97  1  0  0
 1  1      0   6144      0 31934421    0    0 58368 362360 3048 1418  1  1 97  1  0  0
 0  2      0   2560      0 31938079    0    0 66560 344068 3103 1664  1  1 97  1  0  0
 1  0      0   2048      0 31938603    0    0 80896 270336 2903 1568  1  1 97  1  0  0
 1  0      0    512      0 31940102    0    0 151552     0 1831 1527  2  1 97  1  0  0
 1  0      0    512      0 31940171    0    0 145408    88 1814 1490  2  1 97  1  0  0
 0  1      0   5888      0 31935038    0    0 146944     0 1557 1184  2  1 97  1  0  0
 0  1      0   2304      0 31938602    0    0 147456     0 1507 1163  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0   3840      0 31936577    0    0 146176 13020 1677 1320  2  1 97  1  0  0
 2  0      0   6912      0 31933926    0    0 65792 355624 3123 1640  1  1 97  1  0  0
 2  0      0   1536      0 31939391    0    0 56832 368756 3049 1376  1  1 97  1  0  0
 1  1      0   6400      0 31934335    0    0 62464 355576 2896 1326  1  1 97  1  0  0
 1  1      0   6656      0 31934288    0    0 60928 362416 3013 1342  1  1 97  1  0  0
 0  2      0   3072      0 31937602    0    0 63744 367324 3127 1484  1  1 97  1  0  0
 1  2      0   4096      0 31936514    0    0 64768 360348 3000 1406  1  1 97  1  0  0
 0  2      0   1280      0 31939308    0    0 59392 364856 3078 1424  1  1 97  1  0  0
 1  1      0    512      0 31940046    0    0 65536 359956 2962 1386  1  1 97  1  0  0
 0  2      0   4096      0 31936649    0    0 62464 360532 3120 1473  1  1 97  1  0  0
 1  2      0   4352      0 31936349    0    0 60928 368024 3041 1447  1  1 97  1  0  0
 1  1      0   3584      0 31937072    0    0 61952 352272 2959 1398  1  1 97  1  0  0
 0  2      0   7168      0 31933180    0    0 64000 360700 3016 1465  1  1 97  1  0  0
 1  1      0   6912      0 31933599    0    0 141568 17372 1724 1274  2  1 97  1  0  0
 1  0      0   5888      0 31934641    0    0 149760    80 1567 1171  2  1 97  1  0  0
 1  0      0   1280      0 31939179    0    0 147456     0 1587 1167  2  1 97  1  0  0
 1  0      0   7424      0 31932848    0    0 151552     0 1621 1278  2  1 97  1  0  0
 0  1      0    256      0 31940321    0    0 148480    48 1655 1382  2  1 97  1  0  0
 1  1      0   6656      0 31934011    0    0 89088 245652 2502 1318  2  1 97  1  0  0
 2  1      0   6912      0 31933553    0    0 61440 359588 2944 1327  1  1 97  1  0  0
 1  1      0   5632      0 31934821    0    0 61440 345032 2926 1387  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   4096      0 31936408    0    0 108544 153600 2217 1294  2  1 97  1  0  0
 1  0      0   4352      0 31936230    0    0 149504   144 1646 1325  2  1 97  1  0  0
 1  0      0   4352      0 31936209    0    0 149504     0 1610 1279  2  1 97  1  0  0
 1  0      0   2304      0 31938314    0    0 149504     0 1543 1143  2  1 97  1  0  0
 0  1      0   4864      0 31935712    0    0 152320     0 1593 1276  2  1 97  1  0  0
 0  1      0   5632      0 31934645    0    0 149504     0 1547 1161  2  1 97  1  0  0
 1  0      0      0      0 31940485    0    0 152832    16 1690 1381  2  1 97  1  0  0
 1  0      0   1792      0 31938294    0    0 151552     0 1604 1185  2  1 97  1  0  0
 0  1      0      0      0 31939719    0    0 151296     0 1594 1235  2  1 97  1  0  0
 1  0      0   3328      0 31936775    0    0 151808     0 1677 1359  2  1 97  1  0  0
 1  0      0   1280      0 31938831    0    0 149504     8 1563 1171  2  1 97  1  0  0
 1  0      0    256      0 31939873    0    0 149504    44 1645 1326  2  1 97  1  0  0
 1  0      0   3328      0 31936754    0    0 148480     0 1599 1261  2  1 97  1  0  0
 1  0      0   1280      0 31938813    0    0 150528     0 1536 1144  2  1 97  1  0  0
 1  0      0   4864      0 31935193    0    0 151552     0 1558 1178  2  1 97  1  0  0
 1  0      0   1024      0 31939320    0    0 151552     0 1604 1277  2  1 97  1  0  0
 1  0      0   4608      0 31935693    0    0 151552    16 1659 1371  2  1 97  1  0  0
 0  1      0   5888      0 31934630    0    0 149248     0 1648 1231  2  1 97  1  0  0
 1  0      0   6912      0 31933565    0    0 149760     0 1558 1158  2  1 97  1  0  0
 1  0      0   2304      0 31938257    0    0 147456     0 1587 1190  2  1 97  1  0  0
 1  0      0   4352      0 31936012    0    0 147456     0 1595 1256  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   3584      0 31936958    0    0 151552   124 1631 1240  2  1 97  1  0  0
 1  0      0   3584      0 31936893    0    0 148480     0 1629 1295  2  1 97  1  0  0
 0  1      0   3840      0 31936714    0    0 150272     0 1610 1257  2  1 97  1  0  0
 1  0      0   4864      0 31935706    0    0 147712     0 1683 1331  2  1 97  1  0  0
 0  2      0   4352      0 31936058    0    0 147456 26624 1664 1213  2  1 97  1  0  0
 1  1      0   5888      0 31934679    0    0 63488 352300 2934 1439  1  1 97  1  0  0
 2  0      0   3584      0 31936946    0    0 63488 352260 2914 1377  1  1 97  1  0  0
 2  0      0   6144      0 31934410    0    0 109056 149504 2200 1337  2  1 97  1  0  0
 1  0      0   2304      0 31938265    0    0 151552     0 1719 1548  2  1 97  1  0  0
 1  0      0   1024      0 31939483    0    0 149760     0 1590 1170  2  1 97  1  0  0
 0  1      0   4608      0 31936037    0    0 151808   104 1611 1219  2  1 97  1  0  0
 1  0      0   2560      0 31938034    0    0 150528     0 1624 1286  2  1 97  1  0  0
 2  0      0   4608      0 31935926    0    0 114688 145432 2194 1396  2  1 97  1  0  0
 1  1      0   5120      0 31935354    0    0 61440 352256 2938 1336  1  1 97  1  0  0
 1  1      0   3072      0 31937599    0    0 61440 352256 2886 1399  1  1 97  1  0  0
 1  1      0   6912      0 31934183    0    0 63488 344064 2973 1630  1  1 97  1  0  0
 2  1      0   3584      0 31937428    0    0 61440 352256 2860 1332  1  1 97  1  0  0
 0  2      0   6912      0 31934024    0    0 65536 346252 2896 1371  1  1 97  1  0  0
 1  1      0   4352      0 31936719    0    0 59392 358400 2973 1396  1  1 97  1  0  0
 1  1      0    512      0 31940601    0    0 61440 352256 2932 1397  1  1 97  1  0  0
 1  1      0   7424      0 31933481    0    0 62464 352332 3117 1542  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0   5120      0 31935742    0    0 58880 360448 2892 1298  1  1 97  1  0  0
 0  2      0   4096      0 31936981    0    0 62464 352336 2857 1361  1  1 97  1  0  0
 0  2      0   3328      0 31937656    0    0 65536 344064 2919 1598  1  1 97  1  0  0
 1  1      0   2560      0 31938398    0    0 65536 351140 2901 1360  1  1 97  1  0  0
 1  0      0   2304      0 31938675    0    0 111104 142652 2172 1344  2  1 97  1  0  0
 1  0      0   6912      0 31933943    0    0 151552     0 1560 1175  2  1 97  1  0  0
 1  0      0    256      0 31940595    0    0 147456     0 1584 1243  2  1 97  1  0  0
 1  0      0   5888      0 31934754    0    0 151552     0 1600 1231  2  1 97  1  0  0
 1  0      0   4352      0 31936274    0    0 149504     0 1624 1287  2  1 97  1  0  0
 0  2      0    512      0 31940143    0    0 102400 194592 2324 1320  2  1 95  2  0  0
 1  1      0   5120      0 31935678    0    0 63488 344064 3070 1696  1  1 94  4  0  0
 1  1      0   2816      0 31937933    0    0 61440 352256 3007 1355  1  1 94  4  0  0
 0  1      0   1024      0 31939783    0    0 90112 243712 2568 1336  1  1 95  3  0  0
 1  0      0    512      0 31940151    0    0 148480     0 1600 1279  2  1 97  1  0  0
 1  0      0   6912      0 31933879    0    0 150528    72 1725 1451  2  1 97  1  0  0
 1  0      0   3840      0 31936808    0    0 151552    60 1597 1194  2  1 97  1  0  0
 1  0      0   7680      0 31933132    0    0 151552    76 1597 1192  2  1 97  1  0  0
 1  0      0   5632      0 31935111    0    0 150528     0 1615 1261  2  1 97  1  0  0
 1  0      0   5120      0 31935588    0    0 148736     8 1617 1273  2  1 97  1  0  0
 1  0      0   5376      0 31934812    0    0 149248    40 1651 1327  2  1 97  1  0  0
 1  0      0   4864      0 31935925    0    0 150528     0 1552 1181  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   4864      0 31935816    0    0 150272    76 1565 1181  2  1 97  1  0  0
 1  0      0   5376      0 31935421    0    0 148224     0 1618 1291  2  1 97  1  0  0
 1  0      0   6144      0 31934573    0    0 150016     0 1540 1162  2  1 97  1  0  0
 0  1      0   2048      0 31938631    0    0 151552    40 1650 1304  2  1 97  1  0  0
 0  1      0   1024      0 31939745    0    0 149504     0 1593 1188  2  1 97  1  0  0
 1  0      0   1792      0 31938581    0    0 150016    20 1638 1342  2  1 97  1  0  0
 1  0      0   2560      0 31937744    0    0 147968    76 1656 1320  2  1 97  1  0  0
 1  0      0   4352      0 31936269    0    0 150528     0 1610 1220  2  1 97  1  0  0
 1  0      0   5632      0 31934950    0    0 148480    12 1609 1234  2  1 97  1  0  0
 1  0      0   2816      0 31937542    0    0 151552     0 1638 1309  2  1 97  1  0  0
 1  0      0   2560      0 31937762    0    0 150016    16 1550 1186  2  1 97  1  0  0
 0  1      0    768      0 31939632    0    0 150016     0 1595 1189  2  1 97  1  0  0
 1  0      0   3584      0 31936885    0    0 105472 172032 2231 1291  1  1 95  2  0  0
 1  0      0   4096      0 31936303    0    0 150528     0 1637 1367  2  1 97  1  0  0
 0  1      0   2816      0 31937553    0    0 150272     0 1590 1201  2  1 97  1  0  0
 1  0      0   2304      0 31938106    0    0 149760    32 1558 1180  2  1 97  1  0  0
 1  0      0   4864      0 31935470    0    0 148480    16 1576 1230  2  1 97  1  0  0
 1  0      0   4608      0 31935995    0    0 150528     0 1614 1305  2  1 97  1  0  0
 1  1      0   5120      0 31935486    0    0 72704 321544 2800 1465  1  1 94  3  0  0
 0  2      0   4352      0 31936266    0    0 62208 352256 2937 1365  1  1 94  4  0  0
 0  2      0   4096      0 31936509    0    0 61696 352324 2902 1314  1  1 94  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0   5120      0 31935463    0    0 60416 352256 2993 1445  1  1 96  1  0  0
 1  1      0   7424      0 31933170    0    0 63488 352256 2997 1395  1  1 95  3  0  0
 1  1      0    512      0 31940149    0    0 64512 356272 3013 1460  1  1 94  4  0  0
 2  0      0   4096      0 31936549    0    0 64512 356432 2928 1403  1  1 94  4  0  0
 1  1      0   2560      0 31938087    0    0 58368 360640 3003 1419  1  1 94  4  0  0
 0  2      0   5376      0 31935219    0    0 64256 351348 3074 1691  1  1 94  4  0  0
 0  2      0   5120      0 31935461    0    0 61696 360112 3112 1533  1  1 94  4  0  0
 0  2      0   6656      0 31933916    0    0 63488 361692 3014 1458  1  1 94  4  0  0
 2  0      0      0      0 31940532    0    0 64512 352256 3004 1515  1  1 94  4  0  0
 1  0      0   6656      0 31934097    0    0 116224 133204 2067 1294  2  1 96  2  0  0
 1  0      0   4608      0 31936077    0    0 150016     0 1609 1251  2  1 97  1  0  0
 1  0      0   3072      0 31937608    0    0 151552     0 1571 1224  2  1 97  1  0  0
 0  1      0   1024      0 31939695    0    0 151040     0 1680 1399  2  1 97  1  0  0
 1  0      0   3584      0 31937283    0    0 147968     0 1601 1220  2  1 97  1  0  0
 0  2      0   2560      0 31938077    0    0 104448 199276 2363 1345  1  1 97  1  0  0
 1  1      0   1024      0 31939676    0    0 58368 372228 3207 1548  1  1 97  1  0  0
 0  2      0   3584      0 31937048    0    0 56064 366472 3110 1479  1  1 97  1  0  0
 0  1      0   6144      0 31934490    0    0 109824 145608 2217 1289  2  1 97  1  0  0
 1  0      0      0      0 31940685    0    0 149504     0 1543 1176  2  1 97  1  0  0
 1  0      0   6144      0 31934450    0    0 150528    60 1548 1194  2  1 97  1  0  0
 0  1      0    512      0 31940199    0    0 148992     0 1612 1290  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   7168      0 31933468    0    0 150016     0 1588 1189  2  1 97  1  0  0
 1  0      0   4608      0 31936049    0    0 150528     0 1625 1289  2  1 97  1  0  0
 0  1      0   5376      0 31935525    0    0 150272     0 1600 1212  2  1 97  1  0  0
 1  0      0   3584      0 31937157    0    0 149760    80 1652 1319  2  1 97  1  0  0
 0  1      0   7424      0 31933512    0    0 148480     0 1680 1406  2  1 97  1  0  0
 1  0      0   3840      0 31937128    0    0 151552     0 1614 1233  2  1 97  1  0  0
 1  0      0   3584      0 31937376    0    0 148992     0 1571 1227  2  1 97  1  0  0
 0  1      0      0      0 31940807    0    0 147712     0 1573 1273  2  1 97  1  0  0
 1  0      0   1024      0 31939717    0    0 150272   100 1590 1229  2  1 97  1  0  0
