rocs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1386136      0 12642761    0    0 226304     0 1888 1680  1  1 97  1  0  0
 1  0      0 2086280      0 12982216    0    0 339200     0 2550 2656  0  2 97  1  0  0
 1  0      0 1333896      0 13358024    0    0 375808    12 2493 2782  0  2 97  1  0  0
 0  1      0 580232      0 13734600    0    0 376832    28 2478 2778  0  2 97  1  0  0
 1  0      0  10376      0 14019020    0    0 284416     0 2213 2102  1  1 97  1  0  0
 1  0      0 823320      0 14302156    0    0 282880   240 2130 2124  0  2 97  1  0  0
 0  1      0  77592      0 14674636    0    0 372736    16 2434 2821  0  2 97  1  0  0
 1  0      0   2304      0 14389074    0    0 360960     0 2611 2840  0  2 97  1  0  0
 1  0      0   2816      0 14033730    0    0 353280    12 2519 2714  0  2 97  1  0  0
 1  0      0 1380184      0 14028919    0    0  6656     0 1121  209  2  1 97  0  0  0
 1  0      0 1380184      0 14028919    0    0     0     0 1144  239  3  0 97  0  0  0
 1  0      0 1107032      0 14028919    0    0     0    28 1278  645  3  0 97  0  0  0
 1  0      0    256      0 13944876    0    0     0     0 1113  207  1  2 97  0  0  0
 1  0      0   2048      0 13159639    0    0     0     0 1122  794  1  2 97  0  0  0
 1  0      0   2048      0 12143372    0    0     0     0 1154 1016  1  2 97  0  0  0
 1  0      0    256      0 11086054    0    0     0    16 1093 1030  1  2 97  0  0  0
 1  0      0   2304      0 10019480    0    0     0     0 1103 1080  1  2 97  0  0  0
 1  0      0   1536      0 8965442    0    0     0    32 1150 1197  1  2 97  0  0  0
 1  0      0    256      0 7909240    0    0     0     0 1200 1443  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   1024      0 7134440    0    0     0     0 1257 1371  1  2 97  0  0  0
 2  1      0   1276      0 7134116    0    0     0 213000 2154 1704  0  3 97  0  0  0
 1  1      0   1024      0 7134385    0    0     0 467016 3293 1243  0  2 97  1  0  0
 2  0      0    508      0 7134769    0    0     0 467036 3345 1336  0  2 97  1  0  0
 1  1      0    508      0 7134535    0    0     0 466252 3319 1285  0  2 97  1  0  0
 2  0      0   1020      0 7134193    0    0     0 459464 3302 1210  0  2 97  1  0  0
 1  1      0    148      0 7135110    0    0     0 466048 3387 1116  0  3 97  1  0  0
 1  1      0    256      0 7134729    0    0     0 471944 3469 1226  0  3 96  1  0  0
 0  3      0   1280      0 7133569    0    0     0 462944 3495 1236  0  3 96  1  0  0
 1  2      0   1024      0 7134223    0    0     0 463812 3549 1371  0  3 96  1  0  0
 1  1      0    512      0 7134707    0    0     0 470216 3323 1229  0  3 96  1  0  0
 0  2      0   1536      0 7133693    0    0     0 466948 3367 1287  0  3 96  1  0  0
 2  0      0   1536      0 7133423    0    0     0 458756 3392 1217  0  3 96  1  0  0
 0  3      0   1792      0 7133300    0    0     0 467064 3346 1149  0  3 96  1  0  0
 1  1      0    768      0 7134501    0    0     0 467044 3446 1271  0  3 96  1  0  0
 1  1      0   1280      0 7133807    0    0     0 466948 3408 1228  0  3 96  1  0  0
 1  1      0 1795176      0 7134753    0    0     0 456596 3455 1130  0  3 96  1  0  0
 1  0      0 7821604      0 7361057    0    0 226048 55408 2207 1715  0  2 97  1  0  0
 0  1      0 7074596      0 7734149    0    0 372992    84 2477 2740  0  2 97  1  0  0
 0  1      0 6324004      0 8109089    0    0 375040    80 2468 2840  0  2 97  1  0  0
 2  0      0 5579556      0 8481057    0    0 371968     0 2422 2651  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 6504624      0 8708031    0    0 226560     0 1869 1694  1  1 97  1  0  0
 0  2      0 5993392      0 8963614    0    0 254976 143360 2467 2208  0  1 97  2  0  0
 0  2      0 5770928      0 9074973    0    0 111360 311296 2662 1693  0  1 97  2  0  0
 0  3      0 5542832      0 9188879    0    0 113664 303212 2524 1569  0  1 97  2  0  0
 0  1      0 5242800      0 9338967    0    0 149504 253952 2466 1710  0  1 97  2  0  0
 1  0      0 4481968      0 9719485    0    0 379648     0 2421 2696  0  2 97  1  0  0
 1  0      0 5416764      0 9941574    0    0 221696     0 1936 1807  1  1 97  1  0  0
 0  1      0 4658748      0 10320202    0    0 378624     0 2459 2781  0  2 97  1  0  0
 1  0      0 3895680      0 10701135    0    0 380928     0 2467 2703  0  2 97  1  0  0
 0  1      0 3150976      0 11073103    0    0 371968    92 2409 2667  0  2 97  1  0  0
 0  1      0 4083724      0 11296079    0    0 222976     0 1965 1824  1  1 97  1  0  0
 1  0      0 3328524      0 11673423    0    0 377344     0 2413 2720  0  2 97  1  0  0
 1  0      0 2574348      0 12049999    0    0 376832     0 2422 2667  0  2 97  1  0  0
 1  0      0 1823244      0 12425207    0    0 375040     0 2411 2748  0  2 97  1  0  0
 0  1      0 2744216      0 12654162    0    0 228864     0 1938 1774  1  1 97  1  0  0
 1  0      0 1994392      0 13028690    0    0 374528   100 2445 2711  0  2 97  1  0  0
 1  0      0 1240472      0 13405266    0    0 376576     0 2406 2662  0  2 97  1  0  0
 0  1      0 493720      0 13778257    0    0 373248     0 2452 2801  0  2 97  1  0  0
 1  0      0   9880      0 14019921    0    0 241664     0 2001 1799  1  1 97  1  0  0
 0  1      0 763404      0 14332497    0    0 312320     0 2197 2351  0  2 97  1  0  0
 0  1      0  11584      0 14708049    0    0 375808     0 2422 2810  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0    512      0 14367898    0    0 350208    24 2434 2652  0  2 97  1  0  0
 1  0      0   2560      0 14026640    0    0 338176     0 2427 2647  0  2 97  1  0  0
 1  0      0 1381468      0 14026636    0    0     0     0 1101  165  2  1 97  0  0  0
 1  0      0 1381468      0 14026636    0    0     0     0 1081  127  2  1 97  0  0  0
 1  0      0 1381624      0 14026636    0    0     0    80 1147  199  2  1 97  0  0  0
 1  0      0 1172216      0 14026636    0    0     0    12 1123  197  3  0 97  0  0  0
 1  0      0  97148      0 14026631    0    0     0    12 1126  229  1  2 97  0  0  0
 1  0      0   2304      0 13270119    0    0     0     0 1085  717  1  2 97  0  0  0
 1  0      0   1280      0 12200216    0    0     0     0 1110  996  1  2 97  0  0  0
 1  0      0    512      0 11136873    0    0     0     8 1188 1206  1  2 97  0  0  0
 1  0      0   2560      0 10074194    0    0     0     0 1217 1406  1  2 97  0  0  0
 1  0      0   1536      0 9012430    0    0     0     0 1116 1176  1  2 97  0  0  0
 1  0      0   1024      0 7938485    0    0     0    24 1188 1385  1  2 97  0  0  0
 1  0      0    512      0 7133901    0    0     0     0 1106 1412  1  2 97  0  0  0
 1  2      0    508      0 7134363    0    0     0 196612 1910 1452  0  3 97  0  0  0
 2  1      0    248      0 7134732    0    0     0 466948 3329 1395  0  3 96  1  0  0
 2  1      0   1020      0 7133700    0    0     4 466948 3325 1406  0  3 97  1  0  0
 1  2      0    508      0 7134429    0    0     0 458860 3233 1139  0  3 96  1  0  0
 2  1      0   1792      0 7133025    0    0     0 466948 3238 1133  0  3 97  1  0  0
 1  1      0   1536      0 7133211    0    0     0 458756 3216 1206  0  3 96  1  0  0
 2  1      0      0      0 7134745    0    0     0 467024 3339 1390  0  3 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0    768      0 7134183    0    0     0 458756 3367 1297  0  3 96  1  0  0
 2  2      0    768      0 7134326    0    0     0 458860 3228 1224  0  3 97  1  0  0
 2  1      0   1280      0 7133659    0    0     0 467084 3250 1135  0  3 96  1  0  0
 4  0      0    768      0 7134329    0    0     0 458756 3319 1340  0  3 97  1  0  0
 1  1      0    256      0 7134762    0    0     0 466948 3306 1258  0  3 96  1  0  0
 1  1      0   1024      0 7133809    0    0     0 466948 3280 1316  0  3 97  1  0  0
 2  1      0   1280      0 7133604    0    0     0 467052 3322 1196  0  3 97  1  0  0
 3  1      0   1280      0 7133241    0    0     0 458756 3293 1256  0  3 97  1  0  0
 1  1      0  70704      0 7133633    0    0     0 462852 3224 1117  0  2 97  1  0  0
 0  1      0 7891236      0 7325638    0    0 191744 225280 2855 1678  0  2 97  1  0  0
 1  0      0 7135780      0 7702982    0    0 377600     0 2419 2716  0  2 97  1  0  0
 1  0      0 6388516      0 8076230    0    0 373248     0 2538 3015  0  2 97  1  0  0
 1  0      0 5639204      0 8450502    0    0 374272   188 2434 2794  0  2 97  1  0  0
 0  1      0 6595760      0 8661789    0    0 210688     0 1807 1645  1  1 97  1  0  0
 0  2      0 6018992      0 8950193    0    0 287744 98312 2429 2448  0  2 97  2  0  0
 2  0      0 5792280      0 9063604    0    0 113408 311296 2618 1756  0  1 97  2  0  0
 0  2      0 5557272      0 9181124    0    0 117248 294912 2530 1644  0  1 97  2  0  0
 0  1      0 5124888      0 9397425    0    0 215552 180224 2481 2020  0  1 97  2  0  0
 0  1      0 4363544      0 9778199    0    0 379904    72 2430 2850  0  2 97  1  0  0
 0  1      0 5336484      0 9981210    0    0 203008     0 1874 1702  1  1 97  1  0  0
 1  0      0 4582052      0 10358042    0    0 376832     0 2475 2736  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 3834020      0 10731778    0    0 373504     0 2438 2809  0  2 97  1  0  0
 1  0      0 3073956      0 11111450    0    0 379648     0 2457 2721  0  2 97  1  0  0
 0  1      0 4023856      0 11325722    0    0 214272    60 1922 1717  1  1 97  1  0  0
 0  1      0 3263792      0 11705370    0    0 379648    12 2443 2769  0  2 97  1  0  0
 0  1      0 2508704      0 12082699    0    0 377344     0 2447 2856  0  2 97  1  0  0
 1  0      0 1751292      0 12460568    0    0 378112     0 2497 2883  0  2 97  1  0  0
 1  0      0 2722696      0 12664220    0    0 203520     0 1868 1689  1  1 97  1  0  0
 0  1      0 1972872      0 13038724    0    0 374528     0 2419 2731  0  2 97  1  0  0
 1  0      0 1235592      0 13407000    0    0 368384   112 2380 2793  0  2 97  1  0  0
 0  1      0 489864      0 13779480    0    0 372224     0 2418 2856  0  2 97  1  0  0
 1  0      0  10376      0 14018840    0    0 239616     0 1976 1956  1  1 97  1  0  0
 0  1      0 702740      0 14362136    0    0 343040     0 2353 2661  0  2 97  1  0  0
 0  1      0   1792      0 14690612    0    0 371712     0 2389 2781  0  2 97  1  0  0
 1  0      0   3328      0 14331965    0    0 356864    36 2460 2778  0  2 97  1  0  0
 1  0      0   2048      0 14027942    0    0 304896     0 2366 2457  1  2 97  1  0  0
 1  0      0 1381004      0 14027942    0    0     0     0 1127  181  2  1 97  0  0  0
 1  0      0 1381004      0 14027942    0    0     0     0 1115  156  2  1 97  0  0  0
 1  0      0 1381004      0 14027942    0    0     0     0 1076  126  2  1 97  0  0  0
 1  0      0 676748      0 14027942    0    0     0     0 1141  243  2  1 97  0  0  0
 1  0      0    256      0 13513806    0    0     0   132 1194  595  1  2 97  0  0  0
 1  0      0   2816      0 12701596    0    0     0     0 1106  790  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   2048      0 11854458    0    0     0     0 1088  815  1  2 97  0  0  0
 1  0      0   1792      0 10764282    0    0     0     0 1136 1127  1  2 97  0  0  0
 1  0      0      0      0 9677568    0    0     0     0 1096 1140  1  2 97  0  0  0
 1  0      0    764      0 8557003    0    0     0     0 1155 1378  1  2 97  0  0  0
 1  0      0    764      0 7425986    0    0     0    12 1240 1554  1  2 97  0  0  0
 1  0      0     88      0 7135360    0    0     0     0 1176 1682  0  3 97  0  0  0
 1  1      0   1788      0 7133507    0    0     0 450564 3040 1837  0  2 97  1  0  0
 1  1      0   1792      0 7133334    0    0     0 466948 3194 1223  0  2 97  1  0  0
 2  1      0   1276      0 7133962    0    0     0 466948 3284 1272  0  2 97  1  0  0
 0  2      0    244      0 7135072    0    0     0 458848 3291 1348  0  2 97  1  0  0
 0  2      0   1788      0 7133510    0    0     0 466952 3290 1249  0  2 97  1  0  0
 1  1      0   1788      0 7133524    0    0     0 462928 3303 1208  0  2 97  1  0  0
 2  0      0      0      0 7135301    0    0     0 462776 3215 1218  0  2 97  1  0  0
 1  1      0   1280      0 7133619    0    0     0 466948 3349 1437  0  2 97  1  0  0
 0  3      0   1020      0 7134080    0    0     0 467060 3254 1042  0  2 97  1  0  0
 2  1      0   1536      0 7133545    0    0     0 467100 3302 1082  0  2 97  1  0  0
 1  1      0     72      0 7135295    0    0     0 458756 3247 1039  0  2 97  1  0  0
 0  2      0   1020      0 7134203    0    0     0 466948 3385 1284  0  2 97  1  0  0
 1  2      0   1024      0 7134313    0    0     0 466948 3372 1107  0  2 97  1  0  0
 1  2      0    256      0 7134812    0    0     0 467056 3287 1028  0  2 97  1  0  0
 2  0      0    256      0 7135129    0    0     0 466948 3262 1026  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 8248100      0 7148437    0    0 12800 438272 3354 1014  0  3 97  1  0  0
 0  1      0 7484464      0 7529877    0    0 381440    96 2486 2759  0  2 97  1  0  0
 1  0      0 6723368      0 7910281    0    0 380416     0 2601 2953  0  2 97  1  0  0
 0  1      0 5961000      0 8290965    0    0 380672     0 2455 2791  0  2 97  1  0  0
 1  0      0 5924944      0 8511890    0    0 221184   220 1943 1851  1  1 97  1  0  0
 1  0      0 6168212      0 8876908    0    0 364032     0 2368 2701  0  2 97  1  0  0
 1  1      0 5774228      0 9073813    0    0 196608 217092 2464 1978  0  1 95  4  0  0
 1  1      0 5538196      0 9191844    0    0 117760 286720 2527 1730  0  1 94  5  0  0
 2  0      0 5308308      0 9306796    0    0 114432 294912 2501 1669  0  1 94  5  0  0
 0  1      0 4667028      0 9627528    0    0 320256 57344 2409 2533  0  2 96  2  0  0
 1  0      0 4138900      0 9891559    0    0 263424    52 2008 1990  1  1 97  1  0  0
 0  1      0 4889376      0 10205672    0    0 313856     0 2211 2477  0  2 97  1  0  0
 1  0      0 4134944      0 10582504    0    0 376832     0 2505 2988  0  2 97  1  0  0
 0  1      0 3377184      0 10961004    0    0 378624     0 2464 2950  0  2 97  1  0  0
 1  0      0 2762016      0 11268072    0    0 307200     0 2149 2295  1  1 97  1  0  0
 1  0      0 3573164      0 11551977    0    0 283648    40 2108 2156  1  2 97  1  0  0
 0  1      0 2823852      0 11926249    0    0 374528    24 2434 2862  0  2 97  1  0  0
 0  1      0 2060460      0 12307689    0    0 381440    88 2491 2832  0  2 97  1  0  0
 1  0      0 1385644      0 12644585    0    0 336896     0 2295 2597  0  2 97  1  0  0
 1  0      0 2271800      0 12890857    0    0 246272     0 1956 1872  1  1 97  1  0  0
 0  1      0 1522744      0 13265129    0    0 374016     0 2436 2801  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 769336      0 13641449    0    0 376576    24 2513 2999  0  2 97  1  0  0
 1  0      0   9016      0 14021097    0    0 379648     0 2545 2868  0  2 97  1  0  0
 0  1      0 957276      0 14236141    0    0 214784     0 1878 1656  1  1 97  1  0  0
 0  1      0 189276      0 14619629    0    0 383744     0 2485 2842  0  2 97  1  0  0
 1  0      0   2560      0 14442158    0    0 363776     0 2442 2681  0  2 97  1  0  0
 0  1      0   2048      0 14079705    0    0 361728     0 2460 2704  0  2 97  1  0  0
 1  0      0 1380492      0 14027657    0    0 52480    12 1325  575  2  1 97  0  0  0
 1  0      0 1380492      0 14027657    0    0     0     0 1130  236  2  1 97  0  0  0
 1  0      0 1380492      0 14027657    0    0     0     0 1083  142  2  1 97  0  0  0
 1  0      0 888204      0 14027657    0    0     0     0 1079  138  2  1 97  0  0  0
 1  0      0   3072      0 13788328    0    0     0     0 1089  337  1  2 97  0  0  0
 1  0      0   2304      0 12988283    0    0     0     0 1177  976  1  2 97  0  0  0
 1  0      0    768      0 11977047    0    0     0    24 1168 1031  1  2 97  0  0  0
 1  0      0   2048      0 10891647    0    0     0    76 1178 1200  1  2 97  0  0  0
 1  0      0      0      0 9811244    0    0     0     0 1071 1133  1  2 97  0  0  0
 1  0      0   1024      0 8730550    0    0     0     0 1137 1321  1  2 97  0  0  0
 1  0      0   1532      0 7616535    0    0     0     0 1123 1424  1  2 97  0  0  0
 1  0      0    508      0 7134435    0    0     0    12 1094 1029  0  3 97  0  0  0
 2  1      0    508      0 7134491    0    0     0 368664 2857 1362  0  3 94  2  0  0
 2  0      0    220      0 7134941    0    0     0 458756 3281 1177  0  3 94  3  0  0
 1  1      0    508      0 7134427    0    0     0 466948 3201 1027  0  3 94  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  1      0    256      0 7134323    0    0     0 466948 3322 1134  0  3 94  3  0  0
 1  1      0    764      0 7134309    0    0     0 458756 3224 1068  0  3 94  3  0  0
 0  2      0    252      0 7134876    0    0     0 467060 3264 1151  0  3 94  3  0  0
 1  1      0    764      0 7133944    0    0     0 458756 3353 1362  0  3 94  3  0  0
 2  1      0    508      0 7134306    0    0     0 466948 3255 1015  0  3 94  3  0  0
 1  1      0      0      0 7134984    0    0     0 458756 3213 1072  0  3 94  3  0  0
 2  0      0   1536      0 7133127    0    0     0 466948 3338 1141  0  3 94  3  0  0
 1  1      0    200      0 7134743    0    0     0 467284 3262 1053  0  3 94  3  0  0
 2  1      0    764      0 7133895    0    0     0 466948 3206 1054  0  3 94  3  0  0
 1  1      0   1280      0 7133329    0    0     0 466948 3292 1028  0  3 94  3  0  0
 2  0      0   1280      0 7133418    0    0     0 458756 3368 1233  0  3 94  3  0  0
 2  1      0    256      0 7134190    0    0     0 471908 3359 1052  0  3 94  3  0  0
 2  0      0 6168184      0 7134344    0    0     0 462112 3333  884  0  3 94  3  0  0
 0  1      0 7650852      0 7445896    0    0 311552 86016 2601 2352  0  2 96  2  0  0
 0  1      0 6901540      0 7820168    0    0 374016     0 2445 2877  0  2 97  1  0  0
 0  1      0 6144548      0 8198280    0    0 378112     0 2482 2825  0  2 97  1  0  0
 1  0      0 5518628      0 8510856    0    0 312832     0 2244 2423  1  1 97  1  0  0
 0  1      0 6353072      0 8783352    0    0 271872    96 2032 2020  1  2 97  1  0  0
 0  2      0 5894832      0 9012482    0    0 228608 176172 2484 2163  0  1 97  2  0  0
 2  0      0 5664176      0 9127933    0    0 115200 294912 2466 1584  0  1 97  2  0  0
 0  2      0 5430704      0 9244680    0    0 116480 303104 2476 1737  0  1 97  2  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 4793264      0 9563360    0    0 317696 65536 2511 2608  0  2 97  1  0  0
 1  0      0 4138928      0 9890509    0    0 326656     0 2263 2491  0  1 97  1  0  0
 1  0      0 5003324      0 10147789    0    0 257280    80 2030 2000  1  2 97  1  0  0
 0  1      0 4259132      0 10519501    0    0 371712     0 2367 2680  0  2 97  1  0  0
 0  1      0 3503164      0 10897101    0    0 377600    96 2589 2969  0  2 97  1  0  0
 1  0      0 2762344      0 11267021    0    0 369920     0 2522 2715  0  2 97  1  0  0
 0  1      0 3702772      0 11486413    0    0 219136     0 1867 1679  1  1 97  1  0  0
 0  1      0 2937588      0 11868621    0    0 382208     0 2433 2811  0  2 97  1  0  0
 0  1      0 2184692      0 12244685    0    0 376064    92 2407 2778  0  2 97  1  0  0
 0  1      0 1427444      0 12622897    0    0 378368     0 2508 2970  0  2 97  1  0  0
 0  1      0 2396292      0 12827853    0    0 204800    20 1925 1664  1  1 97  1  0  0
 0  1      0 1632644      0 13209293    0    0 381696     0 2431 2800  0  2 97  1  0  0
 1  0      0 863108      0 13593749    0    0 384256    72 2420 2829  0  2 97  1  0  0
 0  1      0 101740      0 13973969    0    0 380416     0 2426 2885  0  2 97  1  0  0
 0  1      0 1058268      0 14185171    0    0 210944     0 1853 1689  1  1 97  1  0  0
 1  0      0 304860      0 14561491    0    0 376576     4 2383 2677  0  2 97  1  0  0
 1  0      0   1536      0 14499389    0    0 364800    24 2449 2713  0  2 97  1  0  0
 1  0      0   3072      0 14141381    0    0 356096     0 2504 2749  0  2 97  1  0  0
 1  0      0 1382428      0 14026343    0    0 114176     0 1543  982  2  1 97  0  0  0
 1  0      0 1382428      0 14026343    0    0     0     0 1145  235  2  1 97  0  0  0
 1  0      0 1382216      0 14026339    0    0     0     0 1130  189  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1194824      0 14026339    0    0     0    24 1148  252  2  1 97  0  0  0
 1  0      0    512      0 13926214    0    0     0     0 1096  223  1  2 97  0  0  0
 1  0      0      0      0 13099791    0    0     0     0 1074  792  1  2 97  0  0  0
 1  0      0   1280      0 12296326    0    0     0     0 1127  882  1  2 97  0  0  0
 1  0      0    256      0 11220130    0    0     0     0 1146 1138  1  2 97  0  0  0
 1  0      0   1792      0 10131102    0    0     0     8 1102 1126  1  2 97  0  0  0
 1  0      0      0      0 9047000    0    0     0    40 1124 1234  1  2 97  0  0  0
 1  0      0   1532      0 7941732    0    0     0     0 1083 1345  1  2 97  0  0  0
 1  0      0    512      0 7134065    0    0     0     0 1239 1359  1  2 97  0  0  0
 0  2      0   1020      0 7133839    0    0     0 228376 2130 1221  0  3 95  2  0  0
 2  1      0   1532      0 7133391    0    0     0 467952 3275 1109  0  3 94  3  0  0
 2  0      0    764      0 7134325    0    0     0 466948 3245 1035  0  3 94  3  0  0
 1  1      0      0      0 7134542    0    0     0 467028 3331 1144  0  3 94  3  0  0
 1  1      0   1276      0 7133762    0    0     0 466948 3324 1063  0  3 94  3  0  0
 0  2      0     88      0 7134941    0    0     0 467036 3297 1055  0  3 94  3  0  0
 3  0      0    256      0 7134515    0    0     0 465304 3263 1025  0  3 94  3  0  0
 1  2      0   1020      0 7133923    0    0     0 468696 3321 1127  0  3 94  3  0  0
 2  0      0   1532      0 7133722    0    0     0 458884 3244 1035  0  3 94  3  0  0
 1  1      0   1020      0 7133960    0    0     0 475140 3322 1114  0  3 94  3  0  0
 1  1      0   1536      0 7133304    0    0     0 458756 3296 1196  0  3 94  3  0  0
 2  1      0    252      0 7134746    0    0     0 475140 3340 1159  0  3 94  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0   1536      0 7133375    0    0     4 467052 3460 1395  0  3 94  3  0  0
 1  1      0   1280      0 7133683    0    0     0 466948 3256 1013  0  3 94  3  0  0
 1  1      0    256      0 7134764    0    0     0 464196 3318 1056  0  3 94  3  0  0
 1  1      0 2328288      0 7134343    0    0     0 467560 3450 1078  0  3 94  3  0  0
 1  0      0 7778888      0 7382151    0    0 247808 100444 2665 2039  0  2 96  1  0  0
 0  1      0 7030344      0 7756039    0    0 373760     0 2385 2768  0  2 97  1  0  0
 0  1      0 6290504      0 8125575    0    0 369408   212 2396 2744  0  2 97  1  0  0
 1  0      0 5552968      0 8493959    0    0 368640     0 2495 2986  0  2 97  1  0  0
 0  1      0 6528468      0 8695852    0    0 201216     0 1888 1698  1  1 97  1  0  0
 0  2      0 6010836      0 8954747    0    0 258560 139264 2476 2241  0  1 97  2  0  0
 0  2      0 5776852      0 9071754    0    0 116480 303104 2507 1636  0  1 97  2  0  0
 0  2      0 5550548      0 9184909    0    0 113152 303048 2521 1606  0  1 97  2  0  0
 0  1      0 5111508      0 9404547    0    0 218880 180328 2577 2130  0  1 97  2  0  0
 0  1      0 4358100      0 9781148    0    0 375808     0 2398 2780  0  2 97  1  0  0
 0  1      0 5317984      0 9990811    0    0 209408     0 1823 1573  1  1 97  1  0  0
 1  0      0 4573536      0 10362535    0    0 371968     0 2471 2905  0  2 97  1  0  0
 1  0      0 3814752      0 10741659    0    0 379136     0 2438 2771  0  2 97  1  0  0
 0  1      0 3064416      0 11116459    0    0 374784    84 2516 2955  0  2 97  1  0  0
 0  1      0 4023276      0 11326619    0    0 209920     0 1929 1731  1  1 97  1  0  0
 0  1      0 3258348      0 11708571    0    0 382208     0 2465 2862  0  2 97  1  0  0
 0  1      0 2494700      0 12090011    0    0 381440     0 2412 2770  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1753836      0 12460167    0    0 369920     0 2378 2741  0  2 97  1  0  0
 0  1      0 2722168      0 12665499    0    0 205312     0 1840 1612  1  1 97  1  0  0
 1  0      0 1973368      0 13039515    0    0 374016    12 2468 2861  0  2 97  1  0  0
 1  0      0 1218168      0 13416603    0    0 377344     0 2387 2826  0  2 97  1  0  0
 1  0      0 463480      0 13793691    0    0 376832     0 2408 2757  0  2 97  1  0  0
 1  0      0 408948      0 14020000    0    0 226560    52 2296 1838  1  1 97  1  0  0
 1  0      0 707512      0 14360993    0    0 340992     0 2358 2670  0  2 97  1  0  0
 1  0      0   2816      0 14705565    0    0 358912    12 2342 2712  0  2 97  1  0  0
 0  1      0   1792      0 14357703    0    0 348416     0 2415 2677  0  2 97  1  0  0
 1  0      0   1024      0 14029448    0    0 328192     0 2324 2516  0  2 97  1  0  0
 1  0      0 1379912      0 14029445    0    0     0   384 1242  341  2  1 97  0  0  0
 1  0      0 1379876      0 14029441    0    0     0     0 1129  168  2  1 97  0  0  0
 1  0      0 1379876      0 14029441    0    0     0     0 1087  136  2  1 97  0  0  0
 1  0      0 639524      0 14029441    0    0     0     0 1088  130  2  1 97  0  0  0
 1  0      0    256      0 13639677    0    0     0     0 1142  556  1  2 97  0  0  0
 1  0      0   1280      0 12837265    0    0     0    16 1118  815  1  2 97  0  0  0
 1  0      0      0      0 11767119    0    0     0    32 1198 1152  1  2 97  0  0  0
 1  0      0   1792      0 10680139    0    0     0     8 1136 1141  1  2 97  0  0  0
 1  0      0    512      0 9598682    0    0     0     0 1140 1259  1  2 97  0  0  0
 1  0      0   1788      0 8513912    0    0     0     0 1118 1267  1  2 97  0  0  0
 1  0      0   1020      0 7390328    0    0     0    76 1123 1323  1  2 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0    256      0 7135184    0    0     0    48 1133 1105  0  3 97  0  0  0
 2  0      0    768      0 7134667    0    0     0 454660 3369 1433  0  3 94  3  0  0
 1  1      0   1532      0 7134049    0    0     0 471044 3322 1058  0  3 94  3  0  0
 2  0      0    508      0 7135218    0    0     0 466948 3304 1160  0  3 94  3  0  0
 1  2      0    156      0 7135493    0    0     0 465276 3304 1056  0  3 94  3  0  0
 1  2      0    508      0 7134959    0    0     0 468712 3361 1259  0  3 94  3  0  0
 1  1      0    508      0 7135127    0    0     0 469068 3318 1121  0  3 94  3  0  0
 1  1      0   1276      0 7134379    0    0     0 464912 3355 1169  0  3 94  3  0  0
